,Unnamed: 0,тема,текст
706,706,краскопульт,"Здравствуйте.  Краскопульт, стоимость аренды 1-2 суток? Условия?"
707,707,рейсмус,"Добрый день. У вас есть рейсмус в аренду? Какой производитель , модель?"
708,708,перфоратор,"Здравствуйте! Можно ли на завтра арендовать перфоратор? И подскажите, на какое количество часов можно арендовать?"
709,709,генератор,"Добрый день, интересна аренда генератора, на 12 ч (если возможно) где то на 2 Кв. Хочется знать его шум (в ДцБ) и вес. А также идёт ли заправленным или нет?"
710,710,не вопрос клиента,"Добрый день, я пишу диплом на похожую тему(перспективные области шеринговой экономики), которая как раз таки вы занимаетесь. Я столкнулся с проблемой оценки спроса и перспектив данного вида деятельности. Как я понимаю, у вас могли бы быть данные, которые я бы смог проанализировать и использовать данные для диплома. Я был бы очень благодарен за ответ. С уважением, Киселев Алексей Андреевич.  Студент 4 курса СПБГУ."
711,711,паркетно-шлифовальная машина,"Добрый вечер Скажите, есть ли циклевальная машина?"
712,712,краскопульт,Здравствуйте  Интересует аренда краскопульта на 08.05  Подскажите условия
713,713,дрель-шуруповерт,"Добрый день, если арендовать шуруповерт, то какие биты идут в комплекте ?)"
714,714,генератор,Здравствуйте сколько стоит аренда генератора на один день?
715,715,пылесос,Здравствуйте сколько пылесос стоит на день?
716,716,рейсмус,Здравствуйте. Стоимость аренды рейсмусового станка на 2 дня?
717,717,пылесос,Добрый вечер! Интересует аренда строительного пылесоса. Какая стоимость? На какое время арендуете?
718,718,бур для перфоратора,Здравствуйте. Бур сдс плюс длинный 1.5-2.5 метра есть ?
719,719,дрель-шуруповерт,Здравствуйте! У вас есть шуруповерт в аренду?
720,720,отбойный молоток,"День добрый,а есть в аренду отбойный молоток?"
721,721,дрель-шуруповерт,"Здравствуйте, хочу дрель со свёрлами по дереву на 1 час у вас взять. Нужно в двери сделать дверь для кота"
722,722,лобзик,"Здравствуйте, хочу лобзик на 1 час у вас взять. Нужно в двери сделать дверь для кота"
723,723,паркетно-шлифовальная машина,Здравствуйте. Интересует аренда дисковой циклевочной машины. На следующей неделе вт-ср-чт
724,724,дрель-шуруповерт,Вечер добрый. В ближайшие дни можно арендовать шуруповерт ?
725,725,лобзик,"Добрый вечер , есть аккумуляторный лобзик в наличии ?"
726,726,бур для перфоратора,"Здравствуйте, сколько стоит на сутки взять бур по бетону?"
727,727,паяльник для ПВХ труб,"Добрый день, паяльник для полипропилена есть у вас?"
728,728,не вопрос клиента,Добрый вечер!
729,729,пушка газовая,"Здравствуйте, газовая пушка в аренду есть?"
730,730,реноватор,Здравствуйте реноватор есть в аренду на сегодня  ?
731,731,перфоратор,Здравствуйте! Сколько будет стоить взять перфоратор и строительный пылесос на 2 дня
732,732,не вопрос клиента,Добрый день
733,733,пресс для труб РЕ-Х,Здравствуйте  у вас можно  арендовать пресс для трубы  рендхау
734,734,генератор,Здравствуйте нужен генератор или преобразователь для потребителя  1500вт
735,735,паркетно-шлифовальная машина,Здравствуйте! А циклевочная машина у Вас какая?
736,736,сварочный полуавтомат,"Здравствуйте, сколько будет стоить аренда полуавтомата с проволкой и смесью"
737,737,пылесос,"Добрый день, сколько стоит аренда строительного пылесоса?"
738,738,УШМ аккумуляторная,"Здравствуйте, у вас есть аккумуляторная ушм?"
739,739,дрель-шуруповерт,Добрый вечер  Могу взять завтра на прокат шуроповерт с насадками на крест?
740,740,сварочный аппарат,"Здравствуйте, сколько стоит аренда сварочного аппарата?"
741,741,не вопрос клиента,Здравствуйте
742,742,дрель-шуруповерт,"Здравствуйте, сегодня можно подъехать часов в 12 взять шруповерт на сутки?"
743,743,гвоздезабивной пистолет по дереву,"Здравствуйте, Уточните стоимость аренды гвоздезабивного пистолета и характеристики. Нужно для гвоздей 90"
744,744,бензобур,"Добрый день ,бензобур на 2 оператора сколько будет стоить аренда?"
745,745,пила дисковая,Здравствуйте.  Циркулярная пила нужна на завтра
746,746,не вопрос клиента,Здравствуйте
747,747,не вопрос клиента,Здравствуйте
748,748,паяльник для ПВХ труб,"Здравствуйте, есть у вас аппарат для сварки полиэтиленовых труб диаметром 280 и 560 мм с оператором?"
749,749,нет такого инструмента,Добрый день.  Есть в аренду фрейер для пней?
750,750,не вопрос клиента,Здравствуйте
751,751,не вопрос клиента,"Здравствуйте. Можно ли получить инструмент в аренду также без залога, если нет прописки В Спб и ЛО?"
752,752,виброплита,"Здравствуйте, трамбовка 140 кг. Почем аренда на день ?"
753,753,лобзик,"Здравствуйте. Есть ли у вас электро лобзик в аренду, и, если есть, подскажите пожалуйста стоимость? Спасибо!"
754,754,степлер,"Здравствуйте, Стахановец У вас можно взять в аренду степлер?"
755,755,перфоратор,Добрый день! Планирую взять комплект перфоратор и бур 45х600. Сможете помочь?
756,756,сварочный полуавтомат,Здравствуйте сварочный аппарат полуавтомат есть
757,757,лестница,"Здравствуйте, есть ли у вас в аренду стремянки на длительный срок?"
758,758,перфоратор,"Здравствуйте, подскажите пожалуйста, у вас есть промышленный перфоратор или может бур подойдет. Нужно в несущей стене проход сделать"
759,759,УШМ аккумуляторная,"Здравствуйте, есть в аренду аккумуляторная ушм?"
760,760,пушка газовая,Добрый вечер. Нужна газовая пушка
761,761,газовый баллон,Добрый вечер. Нужна газовый балон композитный
762,762,степлер,"Здравствуйте, подскажите цену за сутки на электро степлер?"
763,763,торцовочная пила,Здравствуйте подскажите какие условия аренды торцовочной пилы?  Нужно запилить под 45 дверные коробки  Толщина пропила 70см
764,764,реноватор,Здравствуйте нужен реноватор на сутки
765,765,не вопрос клиента,Здравствуйте
766,766,не вопрос клиента,Здравствуйте
767,767,сварочный аппарат,"Здравствуйте,сварочный аппарат в аренду у вас завтра есть?"
768,768,не вопрос клиента,Здравствуйте
769,769,степлер,Здравствуйте. Сколько будет стоить степлер в аренду? Электрический.
770,770,пылесос,"Здравствуйте, сколько будет стоить строительный пылесос в аренду?"
771,771,не вопрос клиента,Здравствуйте
772,772,шлифовальная машина,"Добрый день! Подскажите, сколько стоит аренда эксцентриковой шлифмашины на сутки?"
773,773,пила дисковая,Добрый день. У Вас есть паркетка в аренду и какая стоимость?
774,774,пылесос,Добрый день!  У вас есть в аренду строительный пылесос?
775,775,рейсмус,"День добрый! Подскажите рейсмус есть в свободный на Парнасе и какой,цена ?"
776,776,перфоратор,Доброе утро 🌄  подскажите  пожалуйста  сколько перфоратор в  аренду стоит на сутки ?
777,777,шлифовальная машина,"Здравствуйте, есть в наличии шлифовальная машинка для шлифовки авто?"
778,778,не вопрос клиента,здравствуйте
779,779,дрель-шуруповерт,"Здравствуйте, есть в аренду шуруповерт?"
780,780,дрель-шуруповерт,"Здравствуйте, в какую стоимость у вас будет арендовать шуруповерт?"
781,781,краскопульт,Добрый день какая цена аренды краскопульта? И какой он сам по себе? Шланг сразу в банку с краской можно положить? Благодарю
782,782,реноватор,Добрый вечер! Сколько у вас стоит взять в аренду реноватор?
783,783,фрезер,Добрый день. Сколько стоит аренда ручного фрезера?
784,784,не вопрос клиента,Здравствуйте хочу приобрести на завтра инструмент с 9 до 16:00
785,785,паркетно-шлифовальная машина,Добрый день. Есть циклёвочная машинка с мешком для паркета?
786,786,не вопрос клиента,Здравствцйте
787,787,УШМ,Добрый день. Сколько будет стоит аренда болгарки на 3 часа? (для плитки напольной)
788,788,дрель-шуруповерт,"здравствуйте, сейчас работаете? хотел бы арендовать шуруповерт"
789,789,не вопрос клиента,Добрый вечер
790,790,нет такого инструмента,Добрый вечер есть кондуктор для установке межкомнатных дверей
791,791,перфоратор,Здравствуйте! По чем аренда перфоратора
792,792,сабельная пила,"Здравствуйте,  нужна сабельная пила"
793,793,отбойный молоток,"Здравствуйте,  нужна отбойный молоток"
794,794,паркетно-шлифовальная машина,"Здравствуйте.  Нужно арендовать цыклевочную машину, для пола из сосновой доски, а также расходные материалы ( наждачной ленты) сколько будет стоить и когда можно будет взять в аренду? С уважением Анатолий"
795,795,сварочный аппарат,Здравствуйте. Есть в аренду сварочный аппарат?
796,796,перфоратор,Здраствуйте аренда перфоратора какая цена?
797,797,пушка дизельная,Добрый день! Нам необходимы 6 дизельных пушек для производства отделочных работ в монолитном доме
798,798,лобзик,Здравствуйте есть электро лобзик  в
799,799,генератор,Здравствуйте  Нужны в аренду бензогенератор и тепловая пушка 2-3 кВт
800,800,пылесос,"Здравствуйте! Подскажите., а строительные пылесосы есть в наличии?"
801,801,не вопрос клиента,Здравствуйте
802,802,гвоздезабивной пистолет по бетону,Добрый день! У вас есть в прокат  Газовый монтажный пистолет для теплоизоляции и какая будет цена в сутки
803,803,не вопрос клиента,здравствуйте
804,804,дрель-шуруповерт,"Добрый день! Нужен в прокат шуруповерт для сборки стола, подскажите стоимость и до скольки можно подойти забрать?"
806,806,не вопрос клиента,Здравствуйте
807,807,станок распиловочный,Здравствуйте! Сколько стоит  распиловочный станок?
808,808,УШМ аккумуляторная,"Здравствуйте, есть ли у вас аккумуляторная ушм? Какая цена? Есть ли 3 штуки? Сколько залог? Какая ушм?"
809,809,пила дисковая,Добрый день. Имеется у Вас в аренде пилы циркулярная аккумуляторная?
810,810,фрезер,Здравствуйте! есть фрезер торцевой по дереву?
811,811,фрезер,Здравствуйте! Интересует цена на аренду фрезера.
812,812,миксер,"Добрый день, нужен строительный миксер. на 1  день. цена вопроса и модели какие?"
813,813,шлифовальная машина,"Добрый день, имеется шлифмашинка ?"
814,814,лестница,Здравствуйте. Интересует аренда лестницы. Рабочая высота 8-9 метров с рогами
815,815,перфоратор,Добрый день! Какая стоимость аренды перфоратор и на какое время?
816,816,лазерный уровень,Здравствуйте. У вас есть лазерный уровень в аренду?
817,817,гвоздезабивной пистолет по бетону,Добрый день. Есть  ли газовый пистолет и сколько стоит в сутки арендовать? Входит ли в комплект гвозди по бетону и газ?
818,818,бензорез,Добрый день. Аренда с большим диском по бетону на сутки по какой цене будет?
819,819,не вопрос клиента,Добрый день!
820,820,пылесос,"Добрый день Интересует аренда строительного пылесоса  Есть вариант с насадкой-щеткой  какой-то, чтоб обои можно было тоже пропылесосить? И какая цена за сутки?"
821,821,перфоратор,Доброй ночи. Интересует перф. Обычный. Сверлить стены под гипрок и электрику. Цена в сутки? Спасибо!
822,822,фрезер,Здравствуйте! Сколько стоит в аренду фрезер?
823,823,УШМ аккумуляторная,"Добрый вечер,аккумуляторная болгарка есть у вас?"
824,824,генератор,"Добрый день. Подскажите, есть ли у вас два генератора в аренду на 4-5квт?"
825,825,шлифовальная машина,"Здравствуйте, сколько будет стоить взять на сутки орбитально шлифмашинку"
826,826,фен,"Здравствуйте, сколько будет стоить взять на сутки строительный фен"
827,827,лестница-трансформер,Здравствуйте. Интересует лестница трансформер. Получение завтра в 09.00. Возврат в 18.00. Есть возможность?
828,828,не вопрос клиента,"Здравствуйте, б/у инструмент выкупаете ?"
829,829,фен,"Здраствуйте, есть ли у Вас строительный фен в аренду?"
830,830,установка алмазного бурения,"Здравствуйте, у вас сверлильная установка есть , нужно в кирпиче отверстия сделать , длиной 600 мм и в диаметре 30 мм. Какие условия по аренде ? И если паспорта нет , а есть водительское удостоверение."
831,831,перфоратор,"Здравствуйте, аренда перфоратора интересует сколько стоит?"
832,832,торцовочная пила,"Здравствуйте, подскажите, пожалуйста, есть ли в аренду тррцовочная пила?"
833,833,не вопрос клиента,"Здравствуйте, есть такая?"
834,834,паяльник для ПВХ труб,"Брал, Паяльник электрический для сваривания пластиковых труб. Паяльник новый, греет отлично сделали все быстро. Спасибо Стахановцу!"
835,835,перфоратор,"Здравствуйте, сколько стоит аренда перфоратора на 2-3 часа?"
836,836,мотопомпа,Добрый день. Аренда мотопомпы в какую цену?
837,837,сабельная пила,Добрый день Есть сабельная пила в аренду?
838,838,шлифовальная машина,Шлиф машинка для шпаклёвки ручная имеется ?
839,839,компрессор,Компрессор для пескоструя
840,840,культиватор,Доброй ночи можно взять в аренду мото культиватор ?
841,841,не вопрос клиента,Здравствуйте
842,842,штроборез,"Здравствуйте, нужен штроборез на 2 дня"
843,843,не вопрос клиента,Здравствуйте
844,844,не вопрос клиента,Добрый день!
845,845,пылесос,Доброе! Мне нужен пилесос в аренду.  Скажите пожалуйста какой пилесос и стоимость?
846,846,пресс для труб РЕ-Х,Добрый день! Есть у вас пресс для труб rehau stout на период с 19 по 23?
847,847,паяльник для ПВХ труб,"здравствуйте. мне нужно взять в аренду паяльник и нож для полипропиленовых труб, сколько будет стоить на 1-2 дня? и когда есть возможность получить?"
848,848,пылесос,здравствуйте. мне нужно взять в аренду пылесос. сколько будет стоить на 1-2 дня? и когда есть возможность получить?
849,849,штроборез,"здравствуйте. мне нужно взять в аренду штроборез, сколько будет стоить на 1-2 дня? и когда есть возможность получить?"
850,850,пылесос,"Здравствуйте, подскажите пожалуйста, в какую стоимость выйдет аренда строительного пылесоса ?"
851,851,лестница,"Добрый день, хотел бы арендовать стремянку"
852,852,не вопрос клиента,Добрый день
853,853,металлоискатель,Здравствуйте! Нужен в аренду металлоискатель. Подскажите какая глубина поиска?
854,854,не вопрос клиента,Здравствуйте!
855,855,УШМ,"Добрый день. Скажите, можно ли у вас взять в аренду угловую шлифовальную машинку с защитным кожухом и пылеотводом?"
856,856,не вопрос клиента,Добрый вечер
857,857,пила дисковая,Здравствуйте пила циркулярная интересует
858,858,шлифовальная машина,Здравствуйте! есть ли у вас шлифовальная машинка?
859,859,УШМ,Добрый день! Возможно арендовать болгарку сегодня?
861,861,жираф,"Добрый вечер! Нужен жираф в аренду на пару дней, подскажите, пожалуйста, какой фирмы у Вас данный инструмент?"
862,862,плиткорез ручной,Добрый день. Интересует плиткорез в аренду для плитки размером 600мм. Подскажите наличие и цену.
863,863,не вопрос клиента,Здравствуйте
864,864,пресс для труб РЕ-Х,"Здравствуйте. Скажите, аксиальный пресс сейчас есть в аренду?"
865,865,перфоратор,Доброе утро вчера с вами договаривались о аренде перфоратора большого и бура 45 Человек едет будет у вас примерно в 09.00
866,866,вибратор,Добрый вечер. Завтра часов в 12 нужно 2 глубинных вибратора 6-ти метровых. На сутки
867,867,не вопрос клиента,Здравствуйте
868,868,не вопрос клиента,"Добрый день. После строительства Лахта-центр приехало на склад на Парнасе 15 паллет инструмента БУ, часть новое. Скинуть список для ознакомления? напишите почту или телефон (могу на ватцап)."
869,869,плиткорез ручной,"Добрый день. Плиткорез ручной в аренду есть?  Минимум 400 мм. Сколько залог, сколько сутки?"
870,870,пылесос,"здравствуйте! подскажите, пожалуйста, у вас есть пылесосы в аренду?"
871,871,паяльник для ПВХ труб,"Добрый день, насчёт паяльник пекс трубы хотел узнать если он у вас?"
872,872,перфоратор,"Здравствуйте, перфоратор на сутки можно взять?"
873,873,дрель-шуруповерт,"Здравствуйте, возможно сегодня арендовать дрель?"
874,874,перфоратор,"Здравствуйте, интересует аренда перфоратора.  Ориентир по датам с 30.12 по  3.01 Какая будет стоимость?"
875,875,генератор,"Добрый день. Хочу взять у Вас генератор, сроком примерно на 15 суток. Какая будет цена. Спасибо."
876,876,фен,"Добрый вечер, подскажите пожалуйста - фен строительный - сколько стоит на сутки и кто произхводитель фена?"
877,877,лестница,"добрый день, нужна сегодня к 19 часам лестница для работы на высоте 3,5 метра. Нужна на 1 день. Нужна доставка на Васильевский остров, Нахимова дом 9.  Сможете сделать? Сколько будет стоить?"
878,878,жираф,"Здравствуйте, хотела бы сегодня взять на прокат шлифовальную машинку для стен, аренда нужна на 3 дня, сколько будет по цене и можно ли прийти к вам сегодня"
879,879,пушка дизельная,"Доброго дня! Ищем пушки дизельные на 15 кВт, три штуки  в аренду с четверга, на 2-3 дня. Есть у Вас? Какие условия? Территориально Порошкино."
880,880,пресс для труб РЕ-Х,Аксиальный прес есть в аренде?
881,881,нет такого инструмента,Доброе утро Нам нужен в аренду ленточнопилтный станок  Для распилки алюминиевого профиля
882,882,не вопрос клиента,Добрый день
883,883,лестница,"Здравствуйте, у вас есть стремянка для лестницы?"
884,884,УШМ,"Здравствуйте, сколько по стоимости аренда болгарки 1 день?  Свободно на завтра ?"
885,885,не вопрос клиента,"Здравствуйте. Прайс лист, можно, пожалуйста?!"
886,886,домкрат подкатной,"Добрый день. Скажите пожалуйста, у вас есть домкрат подкатной в аренду?"
887,887,торцовочная пила,Здравствуйте! Торцовочный пила есть?
888,888,пылесос,Здравствуйте  Можно строительный пылесос на 3 дня? Введенская 7 Сколько будет стоить и когда возможна доставка
889,889,лестница,"Здравствуйте, лестница/стремянка высотой 2-2,5 метра есть у Вас? Нужна будет доставка."
890,890,нет такого инструмента,"Здравствуйте, наборы гаечных ключей, трещеток, головок, есть?"
891,891,бензорез,"Добрый день, есть ли бензорез с 400 диском в аренду на одни сутки?"
892,892,генератор,Здравствуйте. Интересует в аренду дизельный генератор от 60кВт и станция прогрева бетона от 40кВт.
893,893,шлифовальная машина,"Здравствуйте, интересует в прокат ручная шлифмашина. Есть ли, залог, стоимость в сутки?"
894,894,генератор,"Здравствуйте, нужен генератор , чтобы два сварачника смог запитывать и 2 тележки на завтра"
895,895,лестница,"Добрый вечер. Есть ли у вас лестницы 9,5 м?"
896,896,генератор,"Здравствуйте! Подскажите пожалуйста, нужен генератор для работы на складе большом, Для клининговых услуг и уборке после строительства. Ваш генератор подойдет под эти цели? Какая стоимость выйдет на 3 дня? Какие условия? Спасибо!"
897,897,пушка дизельная,Добрый день! У вас есть дизельная пушка в аренду на сегодня? Какая стоимость аренды на сутки и стоимость доставки?
898,898,не вопрос клиента,Здравствуйте
899,899,не вопрос клиента,Здравствуйте
900,900,пушка газовая,"Добрый вечер, тепловую газовую пушку 40-50 квт можно арендовать?"
901,901,торцовочная пила,Здравствуйте! Нужен торцовочник чтобы выполнить запил плинтуса под разные углы высотой 80 мм. Сколько будет стоить аренда такого инструмента и условия аренды.
902,902,вопрос по режиму работы,Здравствуйте до скольки работаете
903,903,УШМ,"Здравствуйте, скажите маленькую болгарку можно в аренду у вас взять? И по какой цене?"
904,904,паяльник для ПВХ труб,"Здравствуйте, скажите пистолет для пайки можно в аренду у вас взять? И по какой цене?"
905,905,вопрос по режиму работы,Привет! Это Анастасия. По поводу пушки для фасада. Дадите прямой номер?
906,906,пылесос,"Здравствуйте! Подскажите, пожалуйста, стоимость аренды пылесоса на 2 суток? И осуществляется ли доставка?  Адрес: Смольный 7Б. Нужно собрать строительную пыль перед чистовой отделкой. Площадь: 80 кв.м."
907,907,перфоратор,"Здравствуйте, интересует перфоратор и бур д32х1000"
908,908,штроборез,Здравствуйте! Штроборез 125 возможно в аренду взять
909,909,коронка по бетону,Здравчтвуйте. Нужна коронка по бетону 132мм.
910,910,генератор,"Добрый день! Нужен бензогенератор в аренду - 6,5-7 кВт. 1-фазный. На неделю. адрес: обуховской обороны,51 Безнал, юрлицо, НДС"
911,911,дрель для алмазного бурения,"Добрый утро,  есть дрель для сухого алмазного бурения?"
912,912,штроборез,"Здравствуйте,  хотел бы взять у вас в прокат штроборез, он у вас свободен? какие условия и сколько это будет стоить?"
913,913,не вопрос клиента,Здравствуйте
914,914,домкрат бутылочный,"Здравствуйте!  Какие домкраты есть в аренду с вечера четверга по воскресенье?  Режим работы?  Стоимость в сутки?  Без залога, верно?"
915,915,воздуходувка,"Добрый день, есть в наличии воздуходув? Если есть, то цена аренды."
916,916,Отбойный молоток,"'Добрый день, нужен отбойник для демонтажа старой плитки в ванной. Сколько стоит аренда на день?'"
917,917,Отбойный молоток,"  
'Здравствуйте, есть ли у вас в прокате молот для разрушения бетонной стены?'"
918,918,Отбойный молоток,"  
'Привет, ищу стенолом для работ на даче – нужно снести старый фундамент. Какие условия аренды?'"
919,919,Отбойный молоток,"  
'Добрый вечер! Хочу взять в аренду электромолот на выходные. Есть свободные?'"
920,920,Отбойный молоток,"  
'Здравствуйте, нужен асфальтолом для ремонта дорожки во дворе. Сколько стоит на сутки?'"
921,921,Отбойный молоток,"  
'Добрый день, интересует бетонолом для демонтажа подпорной стенки. Есть в наличии?'"
922,922,Отбойный молоток,"  
'Привет, можно взять отбойник на пару часов? Нужно разобрать старую кладку.'"
923,923,Отбойный молоток,"  
'Здравствуйте, сколько стоит аренда молота на день? Нужно снять старую стяжку.'"
924,924,Отбойный молоток,"  
'Добрый день, ищу мощный стенолом для работ на стройке. Какие варианты есть?'"
925,925,Отбойный молоток,"  
'Привет, нужен отбойник для снятия старой штукатурки. Есть в наличии на завтра?'"
926,926,лазерный уровень,"'Здравствуйте, нужен лазерный уровень для выравнивания плитки в ванной, сколько стоит на день'"
927,927,лазерный уровень,"  
'Добрый день, подскажите, есть ли у вас в прокате нивелир для разметки стен под штукатурку'"
928,928,лазерный уровень,"  
'Привет, ищу прибор для разметки потолка под гипсокартон, что посоветуете'"
929,929,лазерный уровень,"  
'Здравствуйте, сколько стоит аренда лазерного уровня на выходные для ремонта квартиры'"
930,930,лазерный уровень,"  
'Добрый вечер, нужен построитель плоскостей для укладки ламината, есть в наличии'"
931,931,лазерный уровень,"  
'Привет, есть ли у вас лазерный нивелир с крестом для разметки под обои'"
932,932,лазерный уровень,"  
'Здравствуйте, интересует прокат уровня для выравнивания фундамента на даче, какие условия'"
933,933,лазерный уровень,"  
'Добрый день, подскажите стоимость аренды лазера для монтажа натяжного потолка'"
934,934,лазерный уровень,"  
'Привет, нужен прибор для разметки под каркас на стене, что у вас есть'"
935,935,лазерный уровень,"  
'Здравствуйте, сколько стоит взять на сутки лазерный уровень для ремонта коридора'"
936,936,рейсмус,"'Привет, нужен рейсмус для выравнивания досок на даче, сколько стоит аренда на день?'"
937,937,рейсмус,"  
'Здравствуйте, есть ли у вас в прокате рейсмусовый станок? Хочу обработать пару досок для полки'"
938,938,рейсмус,"  
'Добрый день, подскажите, можно ли взять рейсмус на выходные? Нужно строгать вагонку'"
939,939,рейсмус,"  
'Здравствуйте, сколько стоит аренда рейсмуса на 3 часа? Надо подогнать пару дверных косяков'"
940,940,рейсмус,"  
'Добрый вечер, у вас есть рейсмус в аренду? Нужно выровнять доски для столешницы'"
941,941,рейсмус,"  
'Привет, ищу рейсмусный станок на сутки, какие у вас условия?'"
942,942,рейсмус,"  
'Здравствуйте, можно ли арендовать рейсмус сегодня после обеда? Нужно подготовить доски для террасы'"
943,943,рейсмус,"  
'Добрый день, сколько стоит взять рейсмус на день? Хочу обработать половые доски'"
944,944,рейсмус,"  
'Здравствуйте, есть ли у вас рейсмус для тонкой обработки дерева? Нужно сделать мебельные заготовки'"
945,945,рейсмус,"  
'Привет, нужен рейсмус на пару часов, чтобы подровнять дверное полотно, сколько стоит?'"
946,946,УШМ аккумуляторная,"'Добрый день! Нужна болгарка для резки плитки на даче, есть у вас в наличии?'"
947,947,УШМ аккумуляторная,"  
'Здравствуйте, сколько стоит взять угловую шлифмашину на выходные?'"
948,948,УШМ аккумуляторная,"  
'Привет, ищу УШМ для зачистки сварных швов, какие варианты есть?'"
949,949,УШМ аккумуляторная,"  
'Добрый вечер! Можно арендовать болгарку с диском по металлу на пару часов?'"
950,950,УШМ аккумуляторная,"  
'Здравствуйте, нужна шлифмашина для обработки бетона, есть такая?'"
951,951,УШМ аккумуляторная,"  
'Сколько стоит взять угловую шлифмашину на сутки, и какие диски в комплекте?'"
952,952,УШМ аккумуляторная,"  
'Добрый день! Ищу УШМ для резки арматуры, подскажите стоимость аренды'"
953,953,УШМ аккумуляторная,"  
'Здравствуйте, есть ли в наличии болгарка с аккумулятором? Нужна на день'"
954,954,УШМ аккумуляторная,"  
'Привет, нужна шлифмашина для шлифовки дерева, какие у вас есть?'"
955,955,УШМ аккумуляторная,"  
'Добрый вечер! Сколько стоит аренда болгарки на 3 дня, и есть ли скидки?'"
956,956,бур для перфоратора,"'Привет, нужен бур для перфоратора на пару часов, чтобы просверлить пару отверстий в бетоне'"
957,957,бур для перфоратора,"  
'Здравствуйте, есть ли у вас в прокате бур для перфоратора диаметром 10 мм?'"
958,958,бур для перфоратора,"  
'Добрый день, ищу бур под перфоратор для монтажа кондиционера, что у вас есть?'"
959,959,бур для перфоратора,"  
'Можно взять в аренду бур для перфоратора на выходные? Нужно сделать отверстия под анкера'"
960,960,бур для перфоратора,"  
'Есть ли у вас бур для перфоратора длиной 300 мм? Хочу пробить стену насквозь'"
961,961,бур для перфоратора,"  
'Сколько стоит аренда бура для перфоратора на сутки? Нужно повесить полки'"
962,962,бур для перфоратора,"  
'Здравствуйте, нужен бур под перфоратор для плитки, что посоветуете?'"
963,963,бур для перфоратора,"  
'Добрый вечер, есть ли у вас бур для перфоратора с алмазным напылением?'"
964,964,бур для перфоратора,"  
'Ищу бур для перфоратора под трубу 50 мм, есть такой в наличии?'"
965,965,бур для перфоратора,"  
'Можно взять в аренду бур для перфоратора на сегодня? Нужно сделать отверстия под проводку'"
966,966,штроборез,"'Привет, нужен штроборез на пару дней, чтобы провести проводку в квартире'"
967,967,штроборез,"  
'Здравствуйте, есть ли у вас в аренде бороздодел для штробления стен под трубы?'"
968,968,штроборез,"  
'Добрый день, сколько стоит взять штроборез на сутки?'"
969,969,штроборез,"  
'Нужен инструмент для штробления, подскажите стоимость аренды'"
970,970,штроборез,"  
'Здравствуйте, ищу штробарез для работ по бетону, есть в наличии?'"
971,971,штроборез,"  
'Добрый вечер, можно ли арендовать штробилёр на выходные?'"
972,972,штроборез,"  
'Сколько стоит прокат штрободела на день? Нужно сделать каналы под проводку'"
973,973,штроборез,"  
'Есть ли у вас штроборез в аренде? Нужно на завтра с утра'"
974,974,штроборез,"  
'Здравствуйте, интересует аренда штробилера для ремонта в ванной'"
975,975,штроборез,"  
'Добрый день, подскажите, есть ли штроборез и какая цена за сутки?'"
976,976,фен,"'Привет, нужен строительный фен на пару часов, чтобы снять старую краску с двери'"
